course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
Ultimate Investment Banking Course,True,200,2147,23,51,All Levels,1.5,2017-01-18,Business Finance
Complete GST Course & Certification - Grow Your CA Practice,True,75,2792,923,274,All Levels,39.0,2017-03-09,Business Finance
Financial Modeling for Business Analysts and Consultants,True,45,2174,74,51,Intermediate Level,2.5,2016-12-19,Business Finance
Beginner to Pro - Financial Analysis in Excel 2017,True,95,2451,11,36,All Levels,3.0,2017-05-30,Business Finance
How To Maximize Your Profits Trading Options,True,200,1276,45,26,Intermediate Level,2.0,2016-12-13,Business Finance
Trading Penny Stocks: A Guide for All Levels In 2017,True,150,9221,138,25,All Levels,3.0,2014-05-02,Business Finance
Investing And Trading For Beginners: Mastering Price Charts,True,65,1540,178,26,Beginner Level,1.0,2016-02-21,Business Finance
"Trading Stock Chart Patterns For Immediate, Explosive Gains",True,95,2917,148,23,All Levels,2.5,2015-01-30,Business Finance
Options Trading 3 : Advanced Stock Profit and Success Method,True,195,5172,34,38,Expert Level,2.5,2015-05-28,Business Finance
The Only Investment Strategy You Need For Your Retirement,True,200,827,14,15,All Levels,1.0,2017-04-18,Business Finance
Forex Trading Secrets of the Pros With Amazon's AWS,True,200,4284,93,76,All Levels,5.0,2015-09-11,Business Finance
Trading Options With Money Flow,True,200,1380,42,17,All Levels,1.0,2016-10-18,Business Finance
Financial Management Risk and Return For Securities,True,30,3607,21,19,All Levels,1.5,2016-02-03,Business Finance
Forex Trading Course: Work Smarter Not Harder Proven Results,True,195,4061,52,16,All Levels,2.0,2016-03-16,Business Finance
Python Algo Trading: Sentiment Trading with News,True,200,294,19,42,All Levels,7.0,2017-04-28,Business Finance
Short Selling: Learn To Sell Stocks Before The Fall,True,75,2276,106,19,Intermediate Level,1.5,2015-06-22,Business Finance
Basic Technical Analysis: Learn the structure of the market,True,20,4919,79,16,Beginner Level,1.5,2016-01-08,Business Finance
The Complete Chart Pattern Trading Course: A Proven Approach,True,200,2666,115,52,All Levels,4.0,2015-08-10,Business Finance
7 Deadly Mistakes of Investing that Will Slash Your Profits!,True,50,5354,24,23,All Levels,1.5,2015-09-21,Business Finance
Financial Statements Made Easy,True,95,8095,249,12,Beginner Level,0.5833333333333334,2013-06-09,Business Finance
Winning Forex Trading with Live Forex Trading Examples,True,200,809,3,25,All Levels,2.0,2017-06-06,Business Finance
Forex Traders - Create Your First Trading Robot. No Coding!,True,200,2295,84,39,All Levels,4.0,2016-05-02,Business Finance
Create A Business From Home Trading Stocks Today In 2017,True,75,10149,83,16,All Levels,2.0,2015-05-26,Business Finance
Introduction to Accounting : Mastering Financial Statements,True,50,1916,38,23,Beginner Level,1.0,2016-12-05,Business Finance
The Complete Ethereum Course: Get .01 Ether In Your Wallet,True,45,2507,333,40,All Levels,2.0,2016-05-30,Business Finance
Beginner to Pro in PowerPoint: Complete PowerPoint Training,True,150,5786,518,50,All Levels,5.0,2015-01-31,Business Finance
Investing 101: The Complete Online Investing Course,True,200,5334,373,42,All Levels,4.5,2014-11-28,Business Finance
Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,True,175,4005,237,25,Intermediate Level,2.0,2015-04-12,Business Finance
Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),True,150,2877,103,81,All Levels,4.5,2016-04-26,Business Finance
Forex Trading: Your Complete Guide to Get Started Like a Pro,True,140,1026,25,37,Beginner Level,3.0,2017-06-27,Business Finance
Python Algo Stock Trading: Automate Your Trading!,True,95,1165,21,41,Beginner Level,2.5,2017-05-28,Business Finance
THE Forex Robot: Incredible ROI (Robot Included),True,200,1843,171,35,All Levels,1.5,2016-10-04,Business Finance
The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,True,45,8797,449,80,All Levels,6.5,2015-01-09,Business Finance
Mastering High Probability Iron Condor Options Trading,True,200,1030,11,22,All Levels,2.0,2017-06-01,Business Finance
The Complete Short Course on Ethereum,True,200,1041,12,28,All Levels,1.5,2017-06-11,Business Finance
Options Trading Stocks: Proven Toolbox For Financial Success,True,195,7884,118,68,Intermediate Level,10.0,2015-05-19,Business Finance
Forex Trading A-Z™ - With LIVE Examples of Forex Trading,True,195,16900,2476,52,Beginner Level,5.5,2014-12-12,Business Finance
"Introduction to Finance, Accounting, Modeling and Valuation",True,200,11441,1118,61,All Levels,4.5,2016-06-28,Business Finance
Beginner to Pro in Excel: Financial Modeling and Valuation,True,195,22257,2697,138,All Levels,7.5,2014-11-25,Business Finance
The Complete Investment Banking Course 2017,True,195,8575,809,110,All Levels,5.5,2016-10-10,Business Finance
The Complete Financial Analyst Course 2017,True,195,24481,2347,174,All Levels,10.0,2016-01-21,Business Finance
Python for Finance: Investment Fundamentals & Data Analytics,True,195,3811,278,103,All Levels,6.5,2017-03-30,Business Finance
Financial Modeling for Startups & Small Businesses,True,195,4991,137,79,Beginner Level,11.5,2017-03-29,Business Finance
Options Trading - How to Win with Weekly Options,True,115,7489,1190,25,Intermediate Level,1.0,2015-10-22,Business Finance
Black Algo Trading: Build Your Trading Robot,True,200,20195,1113,227,All Levels,16.0,2014-10-27,Business Finance
Accounting & Financial Statement Analysis: Complete Training,True,150,10042,594,43,All Levels,3.0,2015-10-22,Business Finance
Cryptocurrency Trading: Complete Guide To Trading Altcoins,True,95,367,42,35,All Levels,5.0,2017-06-21,Business Finance
Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,True,200,10603,872,42,All Levels,5.5,2014-10-12,Business Finance
Three Steps Trading - Live Trading - Real Account,True,190,1197,11,46,All Levels,5.0,2017-05-24,Business Finance
Option Trading for Rookies:  Understand Options Completely,True,150,2893,65,62,All Levels,2.0,2016-08-10,Business Finance
How I Learned Stock Trading (and How You Can Too),True,200,1580,12,53,Expert Level,2.0,2017-05-02,Business Finance
Learn to Trade for Profit: Find and Trade Winning Stocks,True,95,10605,71,77,All Levels,3.0,2014-10-24,Business Finance
Trading Inside Bars - Master 1 Easy Pattern To Be Successful,True,125,2996,200,23,Intermediate Level,2.0,2015-03-09,Business Finance
Four Fundamentals of Financial Planning,True,30,6219,23,20,All Levels,1.0,2017-02-14,Business Finance
Options Trading - Calendar Spread Course for Every Trader,True,200,1113,11,17,All Levels,1.5,2017-04-02,Business Finance
Dividend Investing: Build Your Portfolio for a Better Future,True,60,8314,83,47,Beginner Level,4.0,2015-01-24,Business Finance
Learn Accounting. Understand Business.,True,200,5572,123,33,Beginner Level,5.5,2014-03-27,Business Finance
How to Consistently Win Trading Stocks in 30 Days or Less,True,145,1433,169,15,Intermediate Level,1.0,2016-05-09,Business Finance
A Beginner's Guide to Quantopian Futures API,True,20,936,6,11,Intermediate Level,1.5,2017-04-11,Business Finance
How to Buy Cheap Options - Options Trading Pricing Model,True,200,658,2,19,All Levels,1.0,2017-06-02,Business Finance
Excel Crash Course: Master Excel for Financial Analysis,True,105,8121,689,40,All Levels,3.5,2016-10-18,Business Finance
"Comprehensive Guide to Financial Markets, Investing &Trading",True,60,4187,600,79,Beginner Level,9.0,2016-02-29,Business Finance
Stock Trading Ninja: Complete System For Trading Success,True,155,9445,497,38,All Levels,4.5,2014-02-19,Business Finance
Hedge and Mutual Fund Careers: The Complete Guide,True,200,3255,340,102,All Levels,8.5,2016-06-20,Business Finance
Algorithmic Trading In Forex: Create Your First Forex Robot!,True,185,7941,713,40,All Levels,6.5,2014-08-11,Business Finance
The Power Modeling Bootcamp: Advanced Excel in 10 Days,True,150,1680,158,76,All Levels,5.5,2016-11-26,Business Finance
Options Trading Basics (3-Course Bundle),True,180,10100,985,45,Beginner Level,11.0,2013-02-25,Business Finance
How to Win 97% of Your Options Trades,True,125,5050,461,26,All Levels,1.5,2015-02-10,Business Finance
How I Make Consistent Returns Trading Options,True,200,2310,162,26,All Levels,3.5,2016-10-05,Business Finance
"Forex Strategies: Kelly Criterion, Larry Williams and more!",True,185,5528,506,32,All Levels,3.0,2015-02-19,Business Finance
"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",True,125,6451,237,28,All Levels,5.0,2014-04-16,Business Finance
Options Trading Introduction: Day Trade Stock Options,True,95,12394,218,30,Beginner Level,2.5,2015-02-20,Business Finance
The Almost Perfect Options Trading Strategy System - Unique,True,200,1793,18,15,All Levels,1.0,2017-03-03,Business Finance
Forex Trading -  Learn to Trade Forex Like the Banks,True,20,3223,240,23,All Levels,1.0,2016-03-30,Business Finance
Learn to Trade for Profit:Trading with Japanese Candlesticks,True,60,16385,273,45,Beginner Level,3.0,2014-09-02,Business Finance
The Most Powerful Options Spread Trading Front Ratio Spread,True,200,1487,16,18,All Levels,2.0,2017-03-08,Business Finance
What Finance Job is for You? Explanation of 14 Finance Roles,True,200,2951,232,60,All Levels,4.0,2016-05-04,Business Finance
The Blueprint for Successful Stock Trading,True,120,2697,331,15,All Levels,1.0,2015-08-13,Business Finance
Trading for Beginners - Intermediate Level,True,150,3979,40,39,Beginner Level,5.0,2016-11-09,Business Finance
Start Trading Stocks Using Technical Analysis!,True,25,3190,244,45,All Levels,4.0,2016-02-03,Business Finance
Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,True,200,1406,71,54,Expert Level,1.5,2017-01-18,Business Finance
VPS for Forex Trading - Protect Your Forex Robots,True,160,4252,225,24,All Levels,2.0,2014-09-19,Business Finance
Introduction to Accounting: The Language of Business,True,20,11958,370,134,Beginner Level,11.5,2014-10-02,Business Finance
Basic Excel for Basic Bookkeeping and Accounting,True,95,7743,340,33,Beginner Level,1.5,2015-09-10,Business Finance
"Using 'The Greeks To Understand Options""",True,50,2134,55,5,All Levels,1.0,2016-07-13,Business Finance
Trading Options For Consistent Returns: Calendar Spreads,True,200,1214,69,20,All Levels,1.5,2016-10-07,Business Finance
How to Create Your Personal Budget,True,20,3870,53,10,All Levels,1.0,2016-03-21,Business Finance
The Complete Value Investing Course: A Proven Approach,True,200,2146,212,49,All Levels,4.5,2015-06-16,Business Finance
FOREX Trading with Price Action,True,195,484,57,19,Beginner Level,1.0,2017-03-14,Business Finance
Emini ES Futures - Advanced Non Directional Options Trading,True,200,1057,15,14,All Levels,1.5,2017-01-11,Business Finance
Forex Trading - Advanced Fundamental Analysis,True,20,1754,100,49,Intermediate Level,2.5,2016-06-30,Business Finance
How To Invest With Tiny Capital In Stocks ?,True,20,1239,5,6,Beginner Level,0.7,2017-05-23,Business Finance
Learn How To Successfully Trade Stocks: In 5 Simple Steps,True,95,2493,276,108,All Levels,9.5,2015-01-31,Business Finance
Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,True,150,2602,402,57,Beginner Level,5.0,2015-10-28,Business Finance
Intermediate Options trading concepts for Stocks and Options,True,40,2000,30,9,All Levels,1.0,2015-04-13,Business Finance
Options Trading 101: The Basics,False,0,1514,66,11,Beginner Level,0.55,2017-03-23,Business Finance
Practical Accounts APP Overview,True,20,1361,1,14,Intermediate Level,3.0,2016-10-04,Business Finance
Bitcoin Profits for Beginners,True,100,61,18,30,Beginner Level,1.5,2017-06-09,Business Finance
Trend Traders Club: How To Find And Trade Fast Moving Trends,True,75,1513,31,60,All Levels,5.5,2015-08-04,Business Finance
Financial Statements Basics,True,20,1374,19,9,Beginner Level,2.0,2016-01-14,Business Finance
High performance Stock Trading using key Options techniques,True,40,2103,15,6,All Levels,1.5,2015-04-12,Business Finance
Introduction to Financial Statement Analysis,True,20,1480,25,25,Beginner Level,1.5,2016-03-21,Business Finance
Basics of Economics (College Level),True,25,2516,12,20,All Levels,1.5,2015-01-08,Business Finance
Stock Market Investing for Beginners,False,0,50855,2698,15,Beginner Level,1.5,2013-12-25,Business Finance
Accounting for Beginners : Learn Basics in under 1 Hour,True,50,1971,13,20,Beginner Level,1.5,2015-12-03,Business Finance
Straddle Options Trading - Profit in Any Market Direction,True,200,837,9,19,All Levels,1.0,2016-10-03,Business Finance
Fundamentals of Forex Trading,False,0,17160,620,23,All Levels,1.0,2014-08-29,Business Finance
"Binary Options: Trading Strategies, 90% Accuracy and Signals",True,195,1723,38,24,Beginner Level,1.0,2015-12-14,Business Finance
Website Investing 101 - Buying & Selling Online Businesses,False,0,6811,151,51,All Levels,2.0,2016-08-05,Business Finance
Practical Accounts & Bookkeeping Automated Overview ,True,20,2060,17,30,All Levels,4.5,2016-01-28,Business Finance
Live Account - ETF Trading System - Hacking The Stock Market,True,150,2318,19,16,All Levels,5.0,2014-12-31,Business Finance
Stock Market Leverage: How to Start Trading Options Wisely,True,95,2153,14,13,Beginner Level,1.5,2015-07-27,Business Finance
Stock Market Foundations,False,0,19339,794,9,Beginner Level,2.0,2014-03-31,Business Finance
Crash Course on Working Capital Management,True,20,3177,8,8,All Levels,1.0,2015-04-16,Business Finance
Advanced Accounting A Complete Study for CA / CMA / CFA / CS,True,150,1535,16,462,All Levels,62.0,2016-06-03,Business Finance
61% Profit In 1 Month - Crush Your Forex Trading Paradigm,True,20,1027,29,25,All Levels,1.5,2016-07-18,Business Finance
How to create a routine Trading,True,25,307,8,5,All Levels,0.1333333333333333,2017-05-01,Business Finance
"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",True,150,2096,48,29,All Levels,0.6833333333333333,2015-08-24,Business Finance
Forex SOS Course: Trading Tweaks And Working Forex Strategy,True,50,1315,48,59,Beginner Level,2.5,2015-11-18,Business Finance
Introduction to Financial Modeling,False,0,29167,1463,8,Intermediate Level,1.5,2014-05-27,Business Finance
Quantitative Aptitude for Banking & Competitive Examinations,True,50,1056,1,42,All Levels,3.0,2017-02-09,Business Finance
Option Spreads and Credit Spreads Bundle,True,180,2212,194,24,Expert Level,4.5,2013-03-05,Business Finance
B Com Accountancy I (Paper ECO 02 IGNOU),True,50,2946,6,284,All Levels,31.5,2016-05-05,Business Finance
FOREX TRADING - Learn in a quick + profitable way + support,True,100,271,48,47,All Levels,3.5,2017-02-20,Business Finance
Auditing Basics (Professional Course Level),True,25,3771,10,35,All Levels,2.5,2015-02-13,Business Finance
Stock market Investing Encyclopedia: How to invest in stocks,True,200,3143,11,39,Intermediate Level,3.0,2015-11-10,Business Finance
Learn the basics of preparing accounting statements,True,20,1951,30,20,Intermediate Level,0.55,2015-10-13,Business Finance
Elliott Wave -Forex Trading With The Elliott Wave Theory,True,90,4022,35,14,Expert Level,1.0,2016-12-15,Business Finance
Corporate Finance - A Brief Introduction,False,0,11724,649,17,Beginner Level,1.5,2016-03-04,Business Finance
Excel functions to analyze and visualize data,True,20,2283,54,16,Intermediate Level,2.0,2015-04-20,Business Finance
Building Financial Statements in Excel,True,35,1181,1,18,Beginner Level,1.0,2017-06-29,Business Finance
Transfer Pricing A Complete Analysis,True,50,1852,3,14,All Levels,2.5,2016-12-28,Business Finance
Accounting: Get Hired Without Work Experience,True,100,4661,187,20,All Levels,1.0,2014-09-01,Business Finance
Forex Trading for Beginners - Basics,True,50,989,9,11,All Levels,1.0,2017-04-24,Business Finance
Basic Bookkeeping Hacks,True,20,5841,16,28,All Levels,1.5,2016-06-14,Business Finance
Complete Trading Plan Course for Stocks & Forex (10 Hours),True,200,1087,14,61,All Levels,9.5,2017-03-23,Business Finance
"Forex Trading with Fixed 'Risk through Options Trading""",True,200,611,4,26,Beginner Level,1.0,2017-06-07,Business Finance
"Intro to Investment Banking, M&A, IPO, Modeling + Free Book",True,60,1922,149,15,All Levels,20.0,2016-01-21,Business Finance
How to Pick The Right Penny Stocks To Invest In 2017,True,150,9015,65,23,All Levels,2.5,2014-07-01,Business Finance
Top 10 Trading Ideas in the Equities Market,True,20,661,4,12,All Levels,1.0,2017-05-02,Business Finance
Intro to Financial Modeling,True,105,1077,110,55,Beginner Level,6.0,2016-08-19,Business Finance
Shark Accounting - Building a Business by the Numbers!,True,20,6050,140,17,Beginner Level,1.5,2014-05-18,Business Finance
Forex Trading MAKE YOUR FIRST TRADE TODAY!,True,150,3523,46,45,All Levels,4.0,2016-01-10,Business Finance
Accounting in 60 Minutes - A Brief Introduction,False,0,56659,4397,16,Beginner Level,1.5,2013-04-07,Business Finance
SAP FICO For Beginners - A Guide to SAP Financial Accounts,True,100,1444,101,59,Beginner Level,5.0,2016-07-25,Business Finance
Learn how to double your Forex Trading Account in one trade,True,60,2900,424,36,Intermediate Level,2.5,2014-10-19,Business Finance
"Accounting Superpowers: Learn Accounts, Understand Business!",True,200,1437,96,34,Beginner Level,2.5,2016-08-08,Business Finance
Python Algo Trading: FX Trading with Oanda,True,200,453,42,33,Intermediate Level,3.0,2017-03-14,Business Finance
Save on Your Taxes,True,20,2437,12,23,All Levels,1.5,2016-11-16,Business Finance
Financial Model Basics: Build a model from start to finish,True,30,5057,142,13,Beginner Level,1.0,2015-02-06,Business Finance
Option Trading for Rookies: The Covered Call Option Strategy,True,95,6092,25,29,Beginner Level,1.5,2016-11-03,Business Finance
EFT for Stock Options Trading Success & Making Better Trades,True,95,4530,13,31,All Levels,1.5,2015-08-06,Business Finance
Learn to Trade the Stock Market without Blowing Your Profits,True,60,6967,16,34,All Levels,1.0,2017-05-02,Business Finance
Get a Credit Repair Publication On Amazon and Live LIFE..,True,20,727,11,25,Beginner Level,3.0,2017-04-26,Business Finance
Fundamentals of Accounting,True,20,1560,43,25,All Levels,3.0,2016-08-31,Business Finance
"RSI, Options Trading & Technical Analysis (3 Course Bundle)",True,200,1047,9,46,All Levels,3.5,2017-01-26,Business Finance
Basics of Mutual Funds for CA / CMA / CS / CFA Exams,True,125,1045,2,17,Intermediate Level,1.0,2017-04-24,Business Finance
Accounting 101: How to read an Accounting Balance Sheet,True,200,3050,86,22,Beginner Level,2.0,2015-01-27,Business Finance
Stock Options Day Trading Mindset for Success,True,200,2988,21,43,All Levels,4.5,2015-09-29,Business Finance
Introduction to bookkeeping and Accounting,True,35,2623,158,20,Beginner Level,1.0,2015-08-21,Business Finance
Learn to Trade The News,True,200,1924,351,544,All Levels,46.5,2015-07-16,Business Finance
"Value Investing, Taught by Six Superinvestors",True,200,3804,267,66,All Levels,5.0,2015-06-19,Business Finance
Trading for everyone - The Independent Investor Course I,True,120,4133,15,36,Beginner Level,4.0,2015-10-08,Business Finance
Get Acquired: Learn From The Head Of Acquisitions For eBay,True,195,1420,70,29,All Levels,2.5,2016-04-28,Business Finance
Stock Market investment: Practical Accounting,True,125,1120,6,43,Beginner Level,3.0,2017-01-23,Business Finance
"How to remove 'Risk from Penny Stocks - Options Trading""",True,200,668,12,22,All Levels,1.0,2017-02-07,Business Finance
Accounting Basics in 66 Minutes (absolutely for beginners),True,25,4086,31,14,All Levels,1.5,2015-03-08,Business Finance
"Tax Accounting: Difficult Topic, Made Easy to Understand",True,200,1033,10,29,All Levels,2.0,2017-01-11,Business Finance
Analysis of Company Financial Statements,True,20,832,34,34,All Levels,1.5,2016-12-07,Business Finance
Forex Trading Like Banks – Step by Step with Live Examples,True,195,677,45,40,All Levels,4.5,2016-12-18,Business Finance
Fundamentals of Investing!,True,20,3125,54,13,Beginner Level,2.0,2015-08-09,Business Finance
Bank Financial Management A Comprehensive Study,True,50,1081,6,21,All Levels,1.5,2017-02-10,Business Finance
Learn to Trade Forex and Stocks: From Beginner to Advanced,True,200,1645,25,42,All Levels,2.0,2016-09-07,Business Finance
"Master 'Technical Analysis and Chart reading skills Bundle""",True,120,3348,352,13,All Levels,3.0,2013-02-25,Business Finance
Naked Put Options Trade Covered Call & Poor Man Covered Call,True,200,939,7,19,All Levels,1.5,2017-02-10,Business Finance
The Ultimate Guide to Dividend & Dividend Growth Investing,True,200,2115,59,88,All Levels,5.5,2015-11-13,Business Finance
Charting for Beginners 101: Technical Analysis Demystified,True,45,2230,102,10,All Levels,1.5,2015-10-09,Business Finance
Build a DCF Valuation Model,True,50,2053,234,44,All Levels,5.5,2014-10-01,Business Finance
Introductory Financial Accounting,True,80,1793,265,54,Beginner Level,10.0,2012-10-03,Business Finance
Introduction to Cryptocurrencies and Blockchain,False,0,3775,138,11,Beginner Level,2.0,2017-05-01,Business Finance
Trade Pullback Candlestick Strategy - Make Consistent Pips,True,200,521,67,24,All Levels,3.0,2016-02-24,Business Finance
Accounting Standards Basics (Professional Course Level),True,20,2222,9,12,All Levels,0.7,2015-02-07,Business Finance
Use the Magic Multiple Moving Average Forex Trading system,True,50,1097,252,10,Intermediate Level,1.0,2014-11-08,Business Finance
QuickBooks 2015 Training for Newbies,True,200,2506,21,76,Beginner Level,6.0,2015-05-11,Business Finance
TRADING PSYCHOLOGY: Trading Mindset Mastery,True,120,975,23,23,Intermediate Level,1.0,2015-09-30,Business Finance
Option Trading: How to Adjust Delta-Neutral Strangles!,True,145,1398,15,26,All Levels,1.5,2015-10-19,Business Finance
Profitable binary option trading strategy,True,195,1096,24,24,All Levels,1.5,2015-10-29,Business Finance
Tax Strategy: Financial Planning for Beginners,True,200,1703,59,25,All Levels,2.0,2014-11-04,Business Finance
Accounting 2 Simplified for You,True,45,1446,23,27,Beginner Level,5.0,2014-12-09,Business Finance
Project Funding Modelling (for Professionals),True,20,2736,3,8,All Levels,1.5,2014-12-29,Business Finance
Investing: How I Consistently Beat The Stock Market,True,200,2000,31,34,All Levels,4.5,2014-12-11,Business Finance
Bookkeeping Basics:  Understand the Fundamentals,True,75,853,45,48,Beginner Level,4.5,2016-11-06,Business Finance
Leasing - A Comprehensive Study (Professional Course Level),True,20,3094,2,22,All Levels,3.5,2015-07-17,Business Finance
Trading Options For Consistent Returns: Options Basics,False,0,4077,281,20,Beginner Level,1.5,2016-08-18,Business Finance
TechniTrader Leading Hybrid Indicator Trading,True,20,4117,54,5,Intermediate Level,1.0,2013-04-04,Business Finance
Financial modeling: Build a DCF equity valuation model,True,20,1369,17,31,All Levels,1.5,2016-03-06,Business Finance
CryptoArbitrager: Bitcoin Trading Robot (no mining),True,150,1224,42,14,All Levels,0.55,2016-03-23,Business Finance
Accounting Is Easy (for Beginners),True,20,3870,12,90,All Levels,9.0,2014-05-20,Business Finance
Non Directional Weekly Options Trading System - ETF & Emini,True,200,897,22,21,All Levels,2.0,2016-05-24,Business Finance
The Complete Position Trading Course: Position Trading Stock,True,45,1311,36,5,All Levels,1.0,2016-01-15,Business Finance
Master Iron Condors - Double the credit for half the risk,True,60,1338,139,7,Expert Level,1.0,2013-03-02,Business Finance
Basics of investing in Mutual Funds,True,20,1589,26,42,Intermediate Level,1.5,2015-03-03,Business Finance
A Value Investing Approach to the Stock Market,True,20,1189,12,15,All Levels,1.5,2015-02-19,Business Finance
Learn how to INVEST for huge profits or make it big trading!,True,50,701,12,37,All Levels,5.5,2015-06-19,Business Finance
"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",True,50,1105,3,54,Intermediate Level,6.0,2015-02-11,Business Finance
Mastering Candlestick Charting : High Probability Trading,True,50,123,16,35,All Levels,2.0,2015-09-22,Business Finance
Binary Options Course - Level 2,False,0,5874,207,9,Intermediate Level,2.0,2014-06-26,Business Finance
Stock Technical Analysis with R,True,50,354,32,49,All Levels,7.0,2016-03-18,Business Finance
"Get to know the VIX Index (aka 'The Fear Index)""",True,60,727,64,9,All Levels,1.0,2013-03-08,Business Finance
Apply finance concepts for smart project management,False,0,3465,161,24,Beginner Level,2.0,2016-02-23,Business Finance
Introduction to Futures Trading and Live Trade Demonstration,True,60,54,4,6,Expert Level,0.7166666666666667,2017-05-24,Business Finance
Crowdfunding to Win,True,40,627,15,15,All Levels,1.5,2015-09-23,Business Finance
Comprehensive Forex Mastery Program,True,45,650,107,97,All Levels,10.0,2013-02-07,Business Finance
Preparation of Consolidated Financial Statements (Basic),False,0,965,0,18,Intermediate Level,1.5,2017-06-28,Business Finance
Succeed in Bonds Even if You Don't Know Where to Start,True,200,1113,6,8,All Levels,1.0,2017-02-03,Business Finance
Learn to Trade for Profit: Ten Most Profitable Trading Rules,True,95,739,28,45,All Levels,2.0,2014-12-23,Business Finance
Succeed in Lotto Even if You Don't Know Where to Start!,True,20,1201,12,18,All Levels,1.5,2017-05-11,Business Finance
CFA Corporate Finance Level 2,True,50,2474,6,128,All Levels,17.5,2015-07-07,Business Finance
Pin Bars: The Most Powerful Forex Trading Signal,True,200,494,16,19,All Levels,1.0,2016-08-10,Business Finance
Stock Options Trades Using Interactive Brokers,True,95,1580,26,14,Intermediate Level,1.0,2015-09-07,Business Finance
Introduction to Options - Strategies For Consistent Profits,True,40,617,44,55,All Levels,4.5,2015-08-16,Business Finance
Risk in Forex Transactions - for CA / CS / CFA exams,True,20,2235,3,9,All Levels,1.0,2015-09-29,Business Finance
Basics of Business Statistics (College Level),True,20,2293,9,28,All Levels,2.0,2015-01-06,Business Finance
"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",True,200,1094,8,13,Beginner Level,2.0,2016-03-30,Business Finance
Interpreting Financial Statements,True,20,1449,29,23,Beginner Level,1.5,2013-06-06,Business Finance
Introduction to Bookkeeping (Accounting),True,20,3251,10,59,Beginner Level,12.0,2014-01-31,Business Finance
CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,True,60,607,55,16,Intermediate Level,2.0,2013-03-05,Business Finance
Investment Banking: How to Land a Job on Wall Street,True,75,1218,30,63,All Levels,3.5,2015-06-11,Business Finance
Learn To Invest In Index Funds and ETFs In 7 Easy Steps,True,20,1132,33,18,All Levels,1.0,2015-07-20,Business Finance
Financial modeling: Build a multiples valuation model,True,20,656,17,20,All Levels,1.5,2016-05-30,Business Finance
Trade Recap I - A Real Look at Futures Options Markets,True,20,3339,4,11,Beginner Level,1.5,2014-02-17,Business Finance
Advanced Stock Options for Serious Equity Investors!,True,200,1271,23,7,Expert Level,1.5,2015-09-22,Business Finance
Trading Binary Options for Fun and Profit,True,20,1574,24,46,All Levels,2.0,2015-02-21,Business Finance
CFA: Fast Track your career in Finance,True,20,1393,27,21,Beginner Level,2.0,2015-09-29,Business Finance
How to be a Profitable Forex Trader,True,20,1029,13,7,All Levels,0.6833333333333333,2016-05-04,Business Finance
Excel Dashboard - Interactive Excel Dashboard and Charts,True,30,843,54,34,All Levels,3.0,2015-03-19,Business Finance
Accounting 101: Learn Business Finance Forecasting in 60mins,True,95,1730,12,12,All Levels,1.5,2014-07-24,Business Finance
The Securities Trade Lifecycle,True,50,1182,110,22,All Levels,4.0,2014-03-12,Business Finance
Double your Forex Account using the MAGIC MA trading robot,True,65,1160,117,24,Intermediate Level,2.5,2014-12-10,Business Finance
Technical Analysis 101: How to Profit During Market Crashes,True,95,1730,18,53,All Levels,2.0,2016-01-27,Business Finance
Advanced Accounting for Investment Banking,True,50,1260,80,38,Intermediate Level,4.0,2014-10-01,Business Finance
Investing In Stocks With 10 Simple Rules,True,95,871,79,59,All Levels,2.0,2015-06-16,Business Finance
Venture Capital. What is it and Why it Matters to You!,True,50,1566,48,25,All Levels,2.5,2015-10-14,Business Finance
Cash Flow Valuation: Develop Your Financial Literacy,True,105,2987,23,19,All Levels,2.0,2014-12-22,Business Finance
Direction-Independ Trading - Elite Forex Traders  Strategy,True,120,973,15,28,All Levels,2.5,2016-06-21,Business Finance
How to Become a Financial Analyst from Scratch!,True,40,2177,31,38,Beginner Level,5.0,2015-07-07,Business Finance
First Steps to Trading the Forexmarkets : Technical Analysis,True,35,1772,19,15,Beginner Level,3.5,2016-01-08,Business Finance
Financial analysis: Compare performance of companies,True,20,1850,40,20,All Levels,1.0,2015-06-01,Business Finance
Forex for Beginners: Easy Forex Trading for Beginners,False,0,1780,32,9,Beginner Level,1.0,2017-05-18,Business Finance
Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),False,0,4607,181,11,Beginner Level,0.5333333333333333,2016-05-17,Business Finance
Read financial statements like a pro,True,50,12,1,38,Intermediate Level,4.0,2015-03-02,Business Finance
10 Numbers Every Business Owner Should Know,True,20,13,1,9,All Levels,1.0,2015-03-08,Business Finance
