course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
HTML CSS: Essential steps to learn HTML CSS,True,145,10576,154,23,Beginner Level,2.5,2015-11-11,Web Development
Learn HTML 5 in 1 hour,True,100,11643,169,21,Beginner Level,1.0,2013-08-12,Web Development
Learn Html5 & CSS3 from scratch,True,20,13960,239,19,All Levels,2.5,2014-07-26,Web Development
Responsive Web Design: Made Easy,True,195,5085,106,27,All Levels,6.5,2014-02-13,Web Development
Parse Server: From Front End to Full Stack,True,200,1130,162,66,Intermediate Level,6.0,2016-07-29,Web Development
Codeigniter: How to use Codeigniter that drives knowledge,True,150,14606,235,21,All Levels,3.0,2014-07-29,Web Development
jQuery for Beginners - Create Website Animations Easily,True,100,2971,285,28,All Levels,3.0,2015-03-24,Web Development
How to Build Chat Bots: From Beginner to Intermediate,True,140,2814,107,35,All Levels,2.0,2016-10-03,Web Development
Web Development with BootStrap - 16 Instant Themes Included!,True,40,1355,45,27,All Levels,3.5,2015-07-14,Web Development
Install a Wordpress Theme the Correct Way & Charge Others,True,20,2335,13,18,All Levels,1.0,2015-09-20,Web Development
Coding for Entrepreneurs Basic,False,0,161029,279,27,Beginner Level,3.5,2013-06-09,Web Development
The CSS and CSS3 Crash Course,True,150,2051,99,76,All Levels,13.0,2013-03-15,Web Development
Build a Business or Personal Website Using Wordpress,True,200,1069,12,61,Beginner Level,4.5,2016-07-25,Web Development
Learn By Example: PHP For Dynamic Websites,True,50,1439,10,77,Beginner Level,13.0,2016-04-06,Web Development
Learn ReactJS: Code Like A Facebook Developer,True,20,1948,72,45,Intermediate Level,5.0,2015-08-24,Web Development
Learn to Build Web Apps using D3JS,True,40,841,99,29,All Levels,3.5,2015-12-01,Web Development
How to create awesome website and e-commerce in 1 hour,True,20,937,4,10,All Levels,1.0,2016-07-18,Web Development
Joomla for Beginners - Learn how to build a website with CMS,True,95,583,7,35,Beginner Level,3.5,2017-01-23,Web Development
Learning Drupal 8,True,50,577,97,101,All Levels,9.5,2016-05-11,Web Development
Learn How To Build a Web Application Without Coding,False,0,9364,311,10,Beginner Level,0.5333333333333333,2015-03-04,Web Development
Rock Solid Wordpress Security - Secure Web Development,False,0,5052,92,23,All Levels,1.5,2014-12-28,Web Development
Mastering JavaScript,True,95,694,39,39,Expert Level,4.0,2015-09-04,Web Development
PHP Laravel 5:Creating a CRUD application,True,45,511,12,7,All Levels,0.55,2016-11-28,Web Development
XQUERY :basics for beginners,True,40,937,2,6,All Levels,0.6333333333333333,2016-09-27,Web Development
PHP Development with the Laravel Framework,True,50,1611,24,20,All Levels,3.5,2014-03-11,Web Development
WordPress Development - Themes and Plugins Complete Guide,True,200,103,11,72,All Levels,5.5,2017-06-30,Web Development
Basic JavaScript: Build 4 Basic JavaScript Projects,True,40,670,33,37,Beginner Level,4.5,2016-02-04,Web Development
HTML and CSS for Beginning Web Developers,True,100,1606,28,73,Beginner Level,9.0,2013-12-13,Web Development
Popular JavaScript Framework:Learn The Language Of Angular 2,True,200,260,22,64,Beginner Level,11.0,2016-11-11,Web Development
The Ultimate Guide to the Best WordPress Plugins Part 1,True,50,122,10,116,All Levels,10.5,2017-02-16,Web Development
XSLT :basics for beginners,True,35,877,6,7,All Levels,0.5333333333333333,2016-09-27,Web Development
The Complete Wordpress Plugin Development Course - 8 Plugins,True,200,1215,58,33,All Levels,2.5,2013-05-29,Web Development
JSON Crash Course for Beginners,True,45,3323,90,7,Beginner Level,0.6333333333333333,2017-01-17,Web Development
You can create Incredible Websites with HTML CSS learn how,True,100,11892,50,28,All Levels,2.5,2015-09-12,Web Development
JavaScript Tricks how to create code projects from scratch,True,75,15106,31,16,All Levels,1.5,2015-10-29,Web Development
The Sass Course! Learn Sass for Real-World Websites,True,95,975,141,18,All Levels,3.5,2016-12-08,Web Development
Web Design How to Create a Website HTML CSS Bootstrap,True,75,5263,29,29,Beginner Level,2.0,2016-09-12,Web Development
Master Angular 4 by Example - Build 7 Awesome Apps!,True,195,596,32,84,All Levels,8.0,2017-05-01,Web Development
Create A Custom Responsive WordPress Website For A Client,True,95,7517,89,47,All Levels,4.5,2014-04-21,Web Development
Mastering HTML5 Programming - The Easier Way,True,75,21653,138,35,All Levels,7.0,2013-01-07,Web Development
How to Launch Your Own Website Builder Service,True,20,9028,87,12,Beginner Level,1.5,2015-07-28,Web Development
Getting Started with HTML,True,40,7375,52,17,Beginner Level,1.5,2016-03-07,Web Development
Spring Framework 4 (Java Enterprise JEE) with AngularJS,True,95,5177,318,70,All Levels,13.5,2015-09-21,Web Development
Build A Weather App With Ajax Using Open Weather Map API,True,20,6548,44,38,All Levels,4.0,2016-12-01,Web Development
Essentials of JavaScript Practice Coding Exercises Tips,True,80,28125,115,21,Beginner Level,2.0,2015-09-25,Web Development
Learn and Earn with HTML & CSS,True,20,9349,206,69,All Levels,4.0,2016-03-11,Web Development
Get started Creating Websites Everything you need provided,True,100,14260,44,43,Beginner Level,3.0,2015-09-25,Web Development
JavaScript in Action JavaScript Projects,True,150,7720,58,17,Beginner Level,1.5,2016-03-29,Web Development
Modern Web Development with Laravel 5.2 (PHP Framework),True,120,2142,536,71,All Levels,12.0,2016-01-24,Web Development
Programming for Entrepreneurs - JavaScript,True,200,12873,106,38,Beginner Level,2.5,2013-11-11,Web Development
Create a Website from Scratch using HTML CSS step by step,True,75,12882,95,20,Beginner Level,1.5,2015-11-27,Web Development
Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,True,195,12368,89,26,All Levels,3.5,2015-11-13,Web Development
Learn jQuery by Example Course,True,170,8625,94,73,Beginner Level,5.0,2016-04-23,Web Development
Bootstrap 4 Theme Development Masterclass,True,150,2641,28,15,All Levels,0.65,2017-02-24,Web Development
Wordpress Theme Development for Beginners,True,20,1052,14,47,All Levels,8.0,2017-05-17,Web Development
Web Design Creating websites from scratch,True,75,13920,64,28,Beginner Level,2.0,2016-09-19,Web Development
HTML Learning the Basics Intro to HTML website coding,True,20,7416,65,14,Beginner Level,0.65,2015-05-31,Web Development
Learn how to use Javascript Components with PHP and Symfony,True,90,1822,4,25,All Levels,2.0,2017-06-05,Web Development
So you think you know JavaScript?,True,50,1010,154,25,All Levels,6.0,2016-05-12,Web Development
Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,True,110,1425,36,34,All Levels,5.5,2016-09-12,Web Development
Learn jQuery: An In-depth Course For Beginners,True,50,7014,95,62,All Levels,4.5,2011-11-29,Web Development
JavaScript for Beginning Web Developers,True,75,7785,416,33,Beginner Level,4.5,2014-01-16,Web Development
JQuery Create Overlay Popups from scratch using Jquery,True,50,4407,17,29,All Levels,2.5,2015-12-04,Web Development
Vue JS 2: From Beginner to Professional,True,145,602,93,214,All Levels,15.5,2016-12-28,Web Development
Ultimate AngularJS: Build a Real-World App from Scratch,True,100,1712,438,49,All Levels,5.5,2016-02-08,Web Development
Wordpress Site Migration,True,20,1894,40,35,All Levels,1.5,2016-07-28,Web Development
introduction to HTML Course,True,20,3258,32,16,Beginner Level,2.0,2016-05-16,Web Development
Create Single Page Website using Twitter Bootstrap 3,True,20,7449,111,13,Intermediate Level,1.0,2014-04-19,Web Development
The All-In-One Web Development Course,True,85,538,13,113,All Levels,18.5,2017-04-27,Web Development
Code a Responsive Website Using HTML5 and CSS for Beginners,True,50,1271,136,110,Beginner Level,7.5,2014-01-09,Web Development
AngularJS for the Real World - Learn by creating a WebApp,True,115,1407,137,69,All Levels,7.0,2015-09-07,Web Development
Wordpress Tutorial   ,True,200,2311,8,44,All Levels,1.5,2014-12-04,Web Development
Create a REAL Social Network like Facebook in PHP + MySQL,True,45,1002,178,174,All Levels,16.5,2016-09-19,Web Development
Advanced Node.js Development,True,55,2565,32,41,Expert Level,3.0,2014-08-28,Web Development
ASP.NET MVC 5 Project - Facebook Clone,True,30,210,19,41,All Levels,5.0,2017-02-09,Web Development
Bootstrap For Beginners: A  Basic Introduction,True,55,1186,14,9,Beginner Level,0.6666666666666666,2015-11-13,Web Development
jQuery for Beginners,True,20,1421,17,36,All Levels,4.0,2015-11-10,Web Development
JavaScript Basics For Web Developers,True,20,958,14,17,Beginner Level,1.0,2016-07-11,Web Development
Learn PHP from Scratch,True,50,1550,25,27,Beginner Level,1.5,2015-07-26,Web Development
Learn Express,True,25,1309,60,14,Intermediate Level,1.5,2015-06-01,Web Development
"Build A Web App with VueJS, Spring Framework and MongoDB",True,145,251,32,25,All Levels,3.5,2016-11-30,Web Development
Zend Framework 2: Learn the PHP framework ZF2 from scratch,True,40,723,130,37,All Levels,6.5,2015-11-11,Web Development
Improved SEO with Rich Snippets and MicroData,False,0,11026,228,13,Intermediate Level,1.0,2014-06-09,Web Development
X theme for WordPress: Responsive web design without code!,True,20,1318,81,55,All Levels,7.0,2015-03-22,Web Development
Become a HTML and CSS Developer - Build a Responsive Site,False,0,3894,91,29,Beginner Level,2.0,2016-05-26,Web Development
How to Make a Wordpress Website 2017,False,0,12293,235,18,All Levels,3.0,2015-01-14,Web Development
Install Wordpress,True,20,1447,35,7,Beginner Level,0.6666666666666666,2015-11-06,Web Development
CSS Specialist: Comprehensive CSS Training,True,100,487,31,52,Beginner Level,6.0,2016-08-08,Web Development
Introduction to Laravel 4,False,0,9110,411,22,All Levels,2.5,2014-09-12,Web Development
Introduction to Elm,False,0,1519,28,20,Intermediate Level,1.0,2017-05-15,Web Development
Learn to Freelance with People Per hour  (URDU),True,20,948,48,8,All Levels,0.6,2015-09-14,Web Development
Learn Wordpress 4 from Scratch : Create Awesome Websites,True,75,2023,8,25,All Levels,2.0,2015-08-13,Web Development
Amazon Alexa Development: From Beginner to Intermediate,True,140,1858,110,52,All Levels,2.5,2016-12-03,Web Development
The Build a SAAS App with Flask Course,True,40,2244,365,168,All Levels,10.0,2016-06-02,Web Development
Learn JSON with JavaScript Objects and APIs in 1 hour,True,95,3619,93,19,Intermediate Level,1.0,2016-10-26,Web Development
1 Hour JavaScript,True,200,22999,602,18,Beginner Level,1.0,2013-07-04,Web Development
Building An E-Commerce Store Using Java Spring Framework,True,95,2743,589,61,All Levels,14.5,2016-02-01,Web Development
Typescript Masterclass & FREE E-Book,True,150,1229,139,108,All Levels,7.5,2016-11-08,Web Development
PHP MVC Framework CodeIgniter Tutorial for Beginners Project,True,100,3701,508,125,All Levels,10.5,2015-08-28,Web Development
JavaScript - Become Higly Paid Front End Developer,True,105,710,137,49,Beginner Level,3.5,2017-04-17,Web Development
Object Oriented Programming (OOP) in PHP - Build An OOP Site,True,20,6588,721,36,All Levels,2.0,2014-06-17,Web Development
Beginners Introduction to Web Development,True,200,7331,55,18,Beginner Level,1.5,2017-02-13,Web Development
Django + AngularJS for a Powerful Web Application,True,95,4463,59,36,Intermediate Level,5.5,2016-10-13,Web Development
WordPress Academy: Learn WordPress step by step,True,150,1873,360,79,Beginner Level,7.5,2016-07-12,Web Development
Web Development Essential Skills - Complete HTML and CSS,True,95,1388,11,58,All Levels,7.0,2015-09-29,Web Development
Byte-Sized-Chunks: Closures in Javascript,True,20,1292,2,12,All Levels,2.0,2016-03-10,Web Development
Laravel Account Activation Project,True,50,1147,19,19,All Levels,2.5,2016-12-07,Web Development
WordPress: Create an Amazing Website With Ease,True,200,1109,13,24,All Levels,2.5,2016-05-03,Web Development
Mastering the Google Chrome Developer Tools,True,20,2002,41,31,All Levels,0.6666666666666666,2015-04-21,Web Development
Kali Linux Web App Testing,True,75,876,48,29,All Levels,3.0,2015-06-11,Web Development
Learn Ruby Programming The Easy Way - Lite,True,20,1186,12,7,All Levels,0.5666666666666667,2016-02-21,Web Development
"Web Scraping with Python, Ruby & import. io",True,75,973,50,46,All Levels,4.5,2015-08-09,Web Development
Sending email with PHP: from Basic to Advanced,True,40,379,58,45,All Levels,2.0,2016-06-10,Web Development
WordPress 2016 for Beginners : Build awesome websites!,True,20,2177,13,43,All Levels,4.0,2015-07-13,Web Development
Learn to make websites with Google's Material Design Lite,True,20,1063,72,84,All Levels,5.5,2015-07-20,Web Development
Joomla 3 : Develop a Professional Website in 3 Simple Steps!,True,35,1309,74,43,All Levels,5.0,2015-03-13,Web Development
Complete Python Web Course: Build 8 Python Web Apps,True,110,7489,941,173,All Levels,16.0,2015-11-08,Web Development
Web Design for Beginners: Real World Coding in HTML & CSS,True,100,9103,1724,58,All Levels,9.0,2014-09-22,Web Development
Ethereum Developer: Build A Decentralised Blockchain App,True,195,3169,527,38,All Levels,3.5,2016-09-26,Web Development
The Complete Web Development Course -  Build 15 Projects,True,200,7501,1213,384,All Levels,76.5,2015-11-09,Web Development
Angular 2 + Rails 5 Bootcamp,True,150,1967,372,60,Intermediate Level,9.0,2016-11-15,Web Development
Javascript - From Beginner to Pro-Build real world JS apps,True,195,28694,688,77,Beginner Level,11.5,2016-12-11,Web Development
Redux in Angular (2 and 4+),True,70,909,16,13,Intermediate Level,1.5,2017-06-23,Web Development
The complete JavaScript developer: MEAN stack zero-to-hero,True,75,4820,983,53,All Levels,11.5,2015-12-16,Web Development
Running a Web Development Business: The Complete Guide,True,150,24575,525,98,All Levels,19.5,2015-08-26,Web Development
Projects In JavaScript & JQuery,True,60,9109,620,50,All Levels,9.0,2014-10-16,Web Development
Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,True,50,18818,407,80,All Levels,11.0,2014-06-03,Web Development
"Full stack Universal React with Redux, Node js and MongoDB",True,195,1121,174,62,Intermediate Level,5.0,2017-05-08,Web Development
Creating an MP3 Player with HTML5,True,20,14551,169,14,All Levels,1.5,2013-01-31,Web Development
Be a Bootstrap Developer from scratch,True,100,5800,185,32,Beginner Level,3.5,2015-07-20,Web Development
Create Your First Wordpress Site in Under an Hour,True,20,4867,128,12,Beginner Level,1.0,2016-03-30,Web Development
Learn Coding as RF or Telecom Engineer - Build Real Program,True,25,1006,4,8,Beginner Level,2.0,2017-06-22,Web Development
Creating FaceBook Design Using Bootstrap - Handson Project,True,80,4616,20,19,All Levels,2.0,2016-12-06,Web Development
Building HTML5 Canvas projects from scratch,True,100,8968,35,25,Beginner Level,2.0,2016-03-03,Web Development
Learn How To Become a Web Developer From Scratch,True,200,7062,72,172,Beginner Level,11.0,2017-05-28,Web Development
"Earn Big Profits With Web Development, Simple and Easy!",True,90,3073,27,13,Beginner Level,1.5,2017-01-18,Web Development
BDD with Ruby on Rails using RSpec 3 and Capybara,True,175,2706,179,103,All Levels,13.0,2015-08-14,Web Development
Learn By Example: jQuery,True,50,1702,49,78,All Levels,7.0,2016-09-19,Web Development
Professional Python Web Development Using Flask,True,120,3420,489,102,Beginner Level,14.5,2015-03-04,Web Development
JavaScript HTML CSS Project make a Quiz Tutorial,True,95,7130,39,24,All Levels,2.0,2015-08-18,Web Development
Voiceover Audio Secrets - Your Way to Top Audio Quality,True,195,918,8,39,Beginner Level,2.5,2015-11-11,Web Development
jQuery UI In Depth,True,25,1520,21,52,All Levels,10.5,2013-07-28,Web Development
Codeless Website Development with Adobe Muse,True,50,461,67,46,All Levels,3.5,2015-02-25,Web Development
Learn To Build A Google Map App Using Angular 2,True,30,116,12,7,Beginner Level,1.0,2016-11-21,Web Development
Learn Reactivex From Ground Up,True,40,207,32,32,Intermediate Level,5.0,2016-09-22,Web Development
Learn HTML in 59 Minutes - Your intro to front-end dev,True,35,333,15,14,Beginner Level,1.0,2015-07-14,Web Development
WordPress Theme Customization 101 (for beginners),True,40,305,40,9,Beginner Level,2.0,2015-06-05,Web Development
Supercharging Development With Atom Text Editor,True,20,644,42,28,All Levels,1.5,2015-09-02,Web Development
Master WCF 4.0 From Scratch Using C#,True,50,415,67,53,All Levels,7.0,2015-11-23,Web Development
Drupal 7 for Beginners,True,35,926,102,37,All Levels,2.5,2012-06-14,Web Development
Critical Web Dev Skills & Tools for the Non-Tech Hustler,False,0,3118,8,33,All Levels,1.5,2016-12-20,Web Development
Install WordPress on Computer using XAMPP,False,0,4290,150,15,Beginner Level,0.6166666666666667,2015-08-26,Web Development
Java Web Services Part 2,True,20,959,51,74,Intermediate Level,3.0,2017-01-12,Web Development
Complete PHP Course With Bootstrap3 CMS System & Admin Panel,True,195,55332,1225,144,All Levels,20.0,2015-09-22,Web Development
Learn To Create WordPress Themes By Building 10 Projects,True,60,2273,384,91,All Levels,16.5,2016-05-24,Web Development
The Complete NodeJS Course: Build a Full Business Rating App,True,195,17784,260,61,All Levels,12.5,2017-02-13,Web Development
Master the MEAN Stack - Learn By Example,True,195,25799,382,42,Intermediate Level,4.5,2016-01-03,Web Development
First Web Application with Spring Boot,True,40,2865,95,32,Beginner Level,4.0,2017-01-27,Web Development
HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,True,200,346,28,74,Beginner Level,8.5,2017-06-21,Web Development
Backbone Tutorial: Learn Backbonejs from Scratch,True,90,4957,634,60,All Levels,5.5,2014-10-27,Web Development
AngularJS Custom Directives with Dan Wahlin,True,75,4128,434,61,All Levels,6.0,2015-02-21,Web Development
Angular 2+ with Typescript - Essential Training,True,195,29348,780,66,Beginner Level,3.0,2016-11-29,Web Development
Learn Angular 2 from Beginner to Advanced,True,195,32696,526,67,Beginner Level,10.0,2016-10-07,Web Development
Create an eCommerce Wordpress Website 2016 - New Divi Theme!,True,30,3503,123,41,Beginner Level,4.0,2016-10-27,Web Development
HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,True,195,2354,16,45,All Levels,4.0,2016-08-12,Web Development
Learning Docker and Kubernetes by Lab,True,30,586,54,56,All Levels,5.0,2017-02-13,Web Development
Projects in ExpressJS - Learn ExpressJs building 10 projects,True,50,1949,149,102,All Levels,15.5,2015-09-15,Web Development
PHP For Beginners : Learn PHP From Scratch!,True,100,1825,17,58,All Levels,3.5,2016-11-18,Web Development
Bootstrap 4.0 New Features: Build Responsive Website,True,40,2296,28,14,All Levels,1.5,2016-06-16,Web Development
ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,True,30,550,97,70,All Levels,9.0,2016-12-14,Web Development
Professional RESTful API Design using Python Flask,True,120,578,25,36,Intermediate Level,4.5,2017-01-11,Web Development
HTML5 APIs For JavaScript - A Course For Web Developers ,True,50,7706,62,45,All Levels,5.0,2012-11-30,Web Development
Learn Python Django - A Hands-On Course,True,50,1339,21,18,Beginner Level,2.0,2017-01-18,Web Development
Comprehensive JavaScript Programming,True,20,6760,84,27,All Levels,3.0,2013-11-26,Web Development
Security for your WordPress site,True,85,1096,8,7,Beginner Level,0.6333333333333333,2017-02-09,Web Development
Try Django 1.9 | Build a Blog and Learn Python's #1 Library,True,50,7407,172,147,All Levels,20.0,2014-03-04,Web Development
Accelerated ES6 JavaScript Training,True,110,5811,850,114,Intermediate Level,6.0,2016-07-12,Web Development
AWS Serverless APIs & Apps - A Complete Introduction,True,145,2145,166,136,All Levels,8.0,2017-06-19,Web Development
Python and Django Full Stack Web Developer Bootcamp,True,200,11832,1883,191,All Levels,31.5,2017-02-24,Web Development
The Complete Elixir and Phoenix Bootcamp,True,50,5279,1375,123,All Levels,14.5,2016-10-27,Web Development
Build a Real-world App with ASP.NET Core and Angular 2 (4+),True,190,5332,828,160,Intermediate Level,10.5,2017-03-27,Web Development
REST APIs with Flask and Python,True,110,5151,737,115,Intermediate Level,12.5,2016-11-06,Web Development
Angular 4 (formerly Angular 2) - The Complete Guide,True,190,73783,19649,329,All Levels,22.0,2016-02-11,Web Development
Build Websites from Scratch with HTML & CSS,True,145,51257,1955,77,Beginner Level,8.0,2013-09-25,Web Development
PHP for Beginners -Become a PHP Master - Project Included,True,200,28880,4316,286,All Levels,30.5,2015-02-14,Web Development
The Professional Ruby on Rails Developer,True,100,17334,676,96,All Levels,17.0,2015-02-23,Web Development
The Complete Ruby on Rails Developer Course,True,195,33677,3809,283,All Levels,31.5,2015-10-23,Web Development
Docker Technologies for DevOps and Developers,True,30,19210,3137,44,All Levels,3.0,2016-08-29,Web Development
JavaScript programming: JavaScript for beginners,True,55,2215,223,74,Beginner Level,5.0,2016-04-13,Web Development
JSON in Action: Build JSON-Based Applications,True,50,1322,171,37,All Levels,3.5,2016-03-11,Web Development
Learn Ruby Programming The Easy Way,True,35,3485,22,19,All Levels,2.0,2015-09-15,Web Development
Learn OAuth 2.0 - Get started as an API Security Expert,True,95,2185,283,45,All Levels,3.5,2015-07-20,Web Development
AngularJS For .Net Developers From Scratch,True,50,2494,303,40,Intermediate Level,4.5,2016-03-09,Web Development
"Jekyll: make fast, secure static sites and blogs with Jekyll",True,45,2091,86,29,Beginner Level,2.5,2016-02-18,Web Development
HTML and CSS BootCamp for Beginners,True,30,1777,35,48,Beginner Level,6.5,2017-01-20,Web Development
Hosting Django: Amazon Web Services (AWS) Fundamentals,True,45,2573,103,46,All Levels,5.5,2015-10-19,Web Development
Angular Advanced MasterClass & FREE E-Book,True,150,228,9,72,Intermediate Level,6.5,2017-07-03,Web Development
Learn Responsive Web Development from Scratch,False,0,59639,2692,24,All Levels,4.5,2013-12-09,Web Development
Build WordPress Plugin to extend Beaver Builder,True,50,1705,26,17,Intermediate Level,2.0,2016-07-04,Web Development
Coding Made Easy: A Beginners Guide To JavaScript,True,40,1950,33,16,Beginner Level,1.0,2016-09-18,Web Development
The Complete Developers Guide to MongoDB,True,150,10945,1286,129,All Levels,13.5,2016-11-15,Web Development
Electron for Desktop Apps: The Complete Developer's Guide,True,50,2606,241,77,Beginner Level,8.0,2017-05-16,Web Development
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),True,190,17671,4675,329,All Levels,18.0,2016-11-08,Web Development
"React JS, Angular & Vue JS - Quickstart & Comparison",True,160,2273,288,142,Beginner Level,8.0,2017-05-09,Web Development
The Complete JavaScript Course: Build a Real-World Project,True,195,27801,4340,113,All Levels,17.5,2016-10-14,Web Development
Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,True,150,17297,3166,111,All Levels,8.5,2016-05-02,Web Development
Angular 2 with TypeScript for Beginners: The Pragmatic Guide,True,150,40070,8341,194,All Levels,9.5,2016-03-03,Web Development
Meteor and React for Realtime Apps,True,140,6527,1384,111,All Levels,9.0,2016-05-23,Web Development
The Web Developer Bootcamp,True,200,121584,27445,342,All Levels,43.0,2015-11-02,Web Development
AngularJS JumpStart with Dan Wahlin,True,75,17802,2144,113,All Levels,10.0,2014-03-24,Web Development
The Complete Web Developer Course 2.0,True,200,114512,22412,304,All Levels,30.5,2016-03-08,Web Development
Ultimate Web Designer & Developer Course: Build 23 Projects!,True,200,33788,4434,246,All Levels,32.5,2015-08-20,Web Development
ExpressJS Fundamentals,False,0,21245,914,9,Beginner Level,1.0,2016-01-11,Web Development
REST WCF Service in ASP.NET,False,0,7905,561,5,All Levels,0.6833333333333333,2016-06-08,Web Development
Projects in Node.js - Learn by Example,True,195,869,99,38,All Levels,5.0,2016-04-24,Web Development
Building Data Visualizations with D3 and Angular 2,True,125,293,30,31,Beginner Level,3.5,2017-02-23,Web Development
Learn Object Oriented PHP By Building a Complete Website,False,0,36322,2618,32,All Levels,4.5,2016-03-01,Web Development
Web Programming Course : Asp.Net MVC,True,100,2760,76,26,All Levels,3.5,2015-07-13,Web Development
Learn Spring Framework Practically - Hands On Recipies,True,145,522,50,48,All Levels,5.5,2016-08-11,Web Development
One-stop Ruby on Rails: Build Web Applications from Scratch,True,145,1628,162,129,All Levels,18.5,2015-01-13,Web Development
Learn what's new in PHP 7,False,0,12336,271,26,Intermediate Level,3.5,2016-04-04,Web Development
Dive Into Docker: The Docker Course for Developers,False,0,6437,313,22,Beginner Level,1.5,2017-04-14,Web Development
"Basic Concepts of Web Development, HTTP and Java Servlets",True,35,2797,59,10,Beginner Level,1.0,2014-08-27,Web Development
The Most Comprehensive Web Development Course,True,200,333,22,353,All Levels,42.0,2017-05-01,Web Development
Learn and Understand AngularJS,True,175,59361,11580,55,All Levels,7.0,2014-09-24,Web Development
JavaScript: Understanding the Weird Parts,True,175,79612,16976,85,All Levels,11.5,2015-03-12,Web Development
Webpack 2: The Complete Developer's Guide,True,75,8964,1893,56,All Levels,5.5,2017-01-03,Web Development
Build Responsive Real World Websites with HTML5 and CSS3,True,195,43977,7106,77,All Levels,12.0,2015-03-24,Web Development
ES6 Javascript: The Complete Developer's Guide,True,80,13010,2709,68,Beginner Level,6.5,2016-07-12,Web Development
Learn and Understand NodeJS,True,195,58208,11123,98,All Levels,13.0,2015-08-31,Web Development
Understanding TypeScript,True,110,9132,1560,137,All Levels,7.0,2016-09-12,Web Development
Advanced React and Redux,True,140,21998,3326,119,Intermediate Level,12.0,2016-03-12,Web Development
Modern React with Redux,True,180,50815,15117,150,All Levels,26.5,2015-12-28,Web Development
Angular Styling & Animations (for Angular 2 and Angular 4),True,120,4138,307,107,Intermediate Level,6.0,2017-03-28,Web Development
The Complete ASP.NET MVC 5 Course,True,190,20652,6357,138,All Levels,7.5,2016-05-16,Web Development
GraphQL with React: The Complete Developers Guide,True,150,6412,987,114,Intermediate Level,13.0,2017-02-14,Web Development
"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",False,0,2464,17,9,All Levels,0.7333333333333333,2017-03-07,Web Development
WordPress in under an hour - Create/manage your own website!,False,0,6474,86,15,All Levels,1.0,2015-07-15,Web Development
Twitter Bootstrap 2 for Beginners,True,20,2388,139,12,Beginner Level,1.0,2013-05-29,Web Development
Bootstrap Tutorial - Essentials From Basic to Advanced,True,195,1494,23,62,All Levels,7.5,2015-11-29,Web Development
Create an Engaging Website with Twitter Bootstrap 2.x,True,20,1463,56,24,All Levels,1.0,2012-06-18,Web Development
Javascript :basics for beginners,True,30,1057,22,12,Beginner Level,0.6166666666666667,2016-08-29,Web Development
CSS Tutorial For Beginners: Style Your Wordpress Templates,True,35,1049,22,47,Beginner Level,3.5,2016-01-27,Web Development
HTML5 And CSS3 - Build Modern Responsive Websites,True,175,109,17,69,All Levels,9.5,2017-06-02,Web Development
PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,True,95,2073,24,16,All Levels,2.0,2015-02-25,Web Development
Web Development: Make A Website That Will Sell For Thousands,True,50,1116,62,51,All Levels,7.5,2013-09-03,Web Development
WordPress Basics to Business: Share and Sell your Expertise,True,50,1125,10,45,Beginner Level,3.5,2016-04-07,Web Development
PHP Zend Framework 2:Creating a CRUD Application,True,40,802,6,9,All Levels,0.6333333333333333,2016-11-25,Web Development
JavaScript Fundamentals,False,0,4409,71,100,All Levels,5.0,2016-12-20,Web Development
Building a Website With Jekyll,True,20,686,19,21,All Levels,3.0,2016-01-25,Web Development
Big Data and Apache Hadoop for Developers - Fundamentals,True,30,1154,89,9,Intermediate Level,3.0,2013-12-10,Web Development
Wordpress Development : Create a Custom Wordpress Website,True,120,885,3,13,All Levels,1.5,2015-09-13,Web Development
How to Make a Wordpress Website 2017,False,0,2437,137,10,Beginner Level,0.5666666666666667,2016-06-07,Web Development
RESTful Services with ASP.NET Web API,True,85,716,59,34,All Levels,2.0,2014-11-21,Web Development
Web Hosting Fundamentals,True,20,1867,19,8,All Levels,0.6166666666666667,2013-12-08,Web Development
Learning Path: React: Make Stunning React Websites,True,200,91,5,53,Expert Level,6.5,2017-04-18,Web Development
Administering Microsoft SQL Server 2012 Databases - 70-462,True,60,586,65,98,All Levels,5.5,2015-03-23,Web Development
PHP CodeIgniter:CRUD concepts in MVC,True,40,601,4,6,All Levels,0.5833333333333334,2016-11-27,Web Development
Adobe Experience Manager CMS Basics,True,35,81,14,33,Beginner Level,1.0,2017-05-02,Web Development
Introduction to Frontend Web Development For  Beginners,True,145,1018,28,48,Beginner Level,4.5,2016-08-02,Web Development
PHP: Complete Login and Registration System with PHP & MYSQL,True,200,1448,173,48,All Levels,7.5,2015-06-16,Web Development
JavaScript Complete Guide to learning JavaScript,True,200,1296,22,72,Beginner Level,5.5,2016-05-17,Web Development
